ID,Display Name,Category,Sub-Category,Link,Author Name,Author Link,Active,Date Added,Last Checked,Description,Stale
523329df,Claude Code System Prompts,"Documentation, Knowledge & Learning",,https://github.com/Piebald-AI/claude-code-system-prompts,Piebald AI,https://github.com/Piebald-AI,TRUE,2026-08-06:08-43-06,2026-08-06:08-43-06,"All parts of Claude Code's system prompt, including builtin tool descriptions, sub agent prompts (Plan/Explore/Task), utility prompts (CLAUDE.md, compact, Bash cmd, security review, agent creation, etc.). Updated for each Claude Code version.",FALSE
12dca9dc,Encyclopedia of Agentic Coding Patterns,"Documentation, Knowledge & Learning",,https://aipatternbook.com,Wolf McNally,https://github.com/wolfmcnally,TRUE,2026-08-06:08-43-07,2026-08-06:08-43-07,"A freely available reference covering 190+ patterns for AI-assisted software development (and actually a whole bunch of related technical topics) from foundational concepts through agentic construction patterns, governance, testing, and socio-technical systems. Each entry follows a consistent pattern-language format with Context, Problem, Forces, Solution, Consequences, and Related Patterns. Opinionated and erudiate, which is actually good for an ""encyclopedia"" in some ways.",FALSE
5e1a27fb,learn-faster-kit,"Documentation, Knowledge & Learning",,https://github.com/cheukyin175/learn-faster-kit,Hugo Lau,https://github.com/cheukyin175,TRUE,2026-08-06:08-43-07,2026-08-06:08-43-07,"A creative educational framework for Claude Code, inspired by the ""FASTER"" approach to self-teaching. Ships with a variety of agents, slash commands, and tools that enable Claude Code to help you progress at your own pace, employing well-established pedagogical techniques like active learning and spaced repetition.",FALSE
cc519d2d,AB Method,Agent Orchestration,,https://github.com/ayoubben18/ab-method,Ayoub Bensalah,https://github.com/ayoubben18,TRUE,2026-08-06:08-43-07,2026-08-06:08-43-07,"A principled, spec-driven workflow that transforms large problems into focused, incremental missions using Claude Code's specialized sub agents. Includes slash-commands, sub agents, and specialized workflows designed for specific parts of the SDLC.",FALSE
34f807b9,Harness,Agent Orchestration,,https://github.com/revfactory/harness,revfactory,https://github.com/revfactory,TRUE,2026-08-06:08-43-07,2026-08-06:08-43-07,"A meta-skill that designs domain-specific agent teams, defines specialized agents, and generates the skills they use. Resources are in Korean but can produce high-quality English-language output.",FALSE
a503a68f,Project Workflow System,Agent Orchestration,,https://github.com/harperreed/dotfiles/tree/master/.claude/commands,harperreed,https://github.com/harperreed,TRUE,2026-08-06:08-43-07,2026-08-06:08-43-07,"A set of commands that provide a comprehensive workflow system for managing projects, including task management, code review, and deployment processes.",FALSE
1a3c7ea9,RIPER Workflow,Agent Orchestration,,https://github.com/tony/claude-code-riper-5,Tony Narlock,https://tony.sh,TRUE,2026-08-06:08-43-07,2026-08-06:08-43-07,"Structured development workflow enforcing separation between Research, Innovate, Plan, Execute, and Review phases. Features consolidated subagents for context-efficiency, branch-aware memory bank, and strict mode enforcement for guided development.",FALSE
d51a23b4,ralph-orchestrator,Agent Orchestration,Ralph Wiggum,https://github.com/mikeyobrien/ralph-orchestrator,mikeyobrien,https://github.com/mikeyobrien,TRUE,2026-08-06:08-43-07,2026-08-06:08-43-07,"Ralph Orchestrator implements the simple but effective ""Ralph Wiggum"" technique for autonomous task completion, continuously running an AI agent against a prompt file until the task is marked as complete or limits are reached. This implementation provides a robust, well-tested, and feature-complete orchestration system for AI-driven development. Also cited in the Anthropic Ralph plugin documentation.",FALSE
4ace30b7,Ralph Wiggum Plugin,Agent Orchestration,Ralph Wiggum,https://github.com/anthropics/claude-code/tree/main/plugins/ralph-wiggum,Anthropic PBC,https://github.com/anthropics,TRUE,2026-08-06:08-43-07,2026-08-06:08-43-07,"The official Anthropic implementation of the Ralph Wiggum technique for iterative, self-referential AI development loops in Claude Code.",FALSE
a3a1b861,A Field Guide to Claude Fable 5,Start Here,,https://claude.com/blog/a-field-guide-to-claude-fable-finding-your-unknowns,"Thariq Shihipar, Anthropic",https://github.com/ThariqS,TRUE,2026-08-09:19-41-01,2026-08-09:19-41-01,"Really solid, insightful guidance on working/thinking with Claude Fable, and with AI in general. Very well written. Hints of Rumsfeld epistemology, but otherwise it's a great piece.",FALSE
1dc6031b,Beyond the Prompt: Claude Code,Start Here,,https://arps18.github.io/posts/claude-code-mastery,Arpan Patel,https://arps18.github.io/,TRUE,2026-08-09:20-04-12,2026-08-09:20-04-12,"This has what you need. Remarkably clear, information-dense, it's Claude Code: the good parts, for beginners, advanced users, pets, anybody.",FALSE
