Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
BDCQ.SF1QQCS,2019.09,3996.027,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Seasonally adjusted,
BDCQ.SF1QQCS,2019.12,4077.411,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Seasonally adjusted,
BDCQ.SF1QQCS,2020.03,4127.393,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Seasonally adjusted,
BDCQ.SF1QQCS,2020.06,3963.578,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Seasonally adjusted,
BDCQ.SF1QQCS,2020.09,4668.717,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Seasonally adjusted,
BDCQ.SF1QQCS,2020.12,4472.23,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Seasonally adjusted,
BDCQ.SF1QQCS,2021.03,4549.5,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Seasonally adjusted,
BDCQ.SF1QQCS,2021.06,4614.117,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Seasonally adjusted,
BDCQ.SF1QQCS,2021.09,4618.639,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Seasonally adjusted,
BDCQ.SF1QQCS,2021.12,4959.292,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Seasonally adjusted,
BDCQ.SF1QQCS,2022.03,4906.724,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Seasonally adjusted,
BDCQ.SF1QQCS,2022.06,5078.957,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Seasonally adjusted,
BDCQ.SF1QQCS,2022.09,5058.387,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Seasonally adjusted,
BDCQ.SF1QQCS,2022.12,5076.081,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Seasonally adjusted,
BDCQ.SF1QQCS,2023.03,5134.37,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Seasonally adjusted,
BDCQ.SF1QQCS,2023.06,5371.812,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Seasonally adjusted,
BDCQ.SF1QQCS,2023.09,5566.423,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Seasonally adjusted,
BDCQ.SF1QQCS,2023.12,5732.516,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Seasonally adjusted,
BDCQ.SF1QQCS,2024.03,5903.696,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Seasonally adjusted,
BDCQ.SF1QQCS,2024.06,5912.234,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Seasonally adjusted,
BDCQ.SF1QQCS,2024.09,6010.168,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Seasonally adjusted,
BDCQ.SF1QQCS,2024.12,6083,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Seasonally adjusted,
BDCQ.SF1QQCS,2025.03,6143.385,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Seasonally adjusted,
BDCQ.SF1QQCS,2025.06,6267.771,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Seasonally adjusted,
BDCQ.SF1QQCS,2025.09,6468.811,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Seasonally adjusted,
BDCQ.SF1QQCT,2016.06,3238.25,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Trend,
BDCQ.SF1QQCT,2016.09,3224.363,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Trend,
BDCQ.SF1QQCT,2016.12,3234.12,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Trend,
BDCQ.SF1QQCT,2017.03,3279.47,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Trend,
BDCQ.SF1QQCT,2017.06,3308.317,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Trend,
BDCQ.SF1QQCT,2017.09,3322.303,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Trend,
BDCQ.SF1QQCT,2017.12,3372.099,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Trend,
BDCQ.SF1QQCT,2018.03,3457.872,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Trend,
BDCQ.SF1QQCT,2018.06,3554.915,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Trend,
BDCQ.SF1QQCT,2018.09,3636.943,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Trend,
BDCQ.SF1QQCT,2018.12,3701.167,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Trend,
BDCQ.SF1QQCT,2019.03,3763.969,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Trend,
BDCQ.SF1QQCT,2019.06,3867.498,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Trend,
BDCQ.SF1QQCT,2019.09,3986.198,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Trend,
BDCQ.SF1QQCT,2019.12,4072.565,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Trend,
BDCQ.SF1QQCT,2020.03,4138.078,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Trend,
BDCQ.SF1QQCT,2020.06,4235.109,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Trend,
BDCQ.SF1QQCT,2020.09,4358.528,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Trend,
BDCQ.SF1QQCT,2020.12,4467.759,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Trend,
BDCQ.SF1QQCT,2021.03,4554.863,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Trend,
BDCQ.SF1QQCT,2021.06,4597.597,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Trend,
BDCQ.SF1QQCT,2021.09,4637.058,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Trend,
BDCQ.SF1QQCT,2021.12,4741.633,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Trend,
BDCQ.SF1QQCT,2022.03,4904.082,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Trend,
BDCQ.SF1QQCT,2022.06,5019.849,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Trend,
BDCQ.SF1QQCT,2022.09,5060.726,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Trend,
BDCQ.SF1QQCT,2022.12,5069.693,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Trend,
BDCQ.SF1QQCT,2023.03,5160.843,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Trend,
BDCQ.SF1QQCT,2023.06,5354.462,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Trend,
BDCQ.SF1QQCT,2023.09,5565.007,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Trend,
BDCQ.SF1QQCT,2023.12,5747.299,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Trend,
BDCQ.SF1QQCT,2024.03,5872.874,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Trend,
BDCQ.SF1QQCT,2024.06,5939.147,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Trend,
BDCQ.SF1QQCT,2024.09,6000.831,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Trend,
BDCQ.SF1QQCT,2024.12,6078.316,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Trend,
BDCQ.SF1QQCT,2025.03,6148.069,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Trend,
BDCQ.SF1QQCT,2025.06,6278.491,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Trend,
BDCQ.SF1QQCT,2025.09,6456.916,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 1),Sales (operating income),Health Care and Social Assistance,Current,Trend,
BDCQ.SF1RS1CA,2016.06,1059.336,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF1RS1CA,2016.09,1168.528,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF1RS1CA,2016.12,1256.082,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF1RS1CA,2017.03,1222.957,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF1RS1CA,2017.06,1123.981,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF1RS1CA,2017.09,1188.992,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF1RS1CA,2017.12,1240.668,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF1RS1CA,2018.03,1263.25,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF1RS1CA,2018.06,1166.067,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF1RS1CA,2018.09,1321.908,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF1RS1CA,2018.12,1287.296,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF1RS1CA,2019.03,1328.926,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF1RS1CA,2019.06,1217.807,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF1RS1CA,2019.09,1391.141,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF1RS1CA,2019.12,1398.045,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF1RS1CA,2020.03,1364.155,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF1RS1CA,2020.06,791.117,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF1RS1CA,2020.09,1225.711,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF1RS1CA,2020.12,1251.611,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF1RS1CA,2021.03,1325.745,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF1RS1CA,2021.06,1393.421,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF1RS1CA,2021.09,1317.491,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF1RS1CA,2021.12,1085.31,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF1RS1CA,2022.03,1196.521,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF1RS1CA,2022.06,1357.133,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF1RS1CA,2022.09,1561.822,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF1RS1CA,2022.12,1514.951,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF1RS1CA,2023.03,1531.888,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF1RS1CA,2023.06,1542.648,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF1RS1CA,2023.09,1642.12,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF1RS1CA,2023.12,1535.753,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF1RS1CA,2024.03,1644.565,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF1RS1CA,2024.06,1549.326,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF1RS1CA,2024.09,1608.043,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF1RS1CA,2024.12,1728.18,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF1RS1CA,2025.03,1720.555,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF1RS1CA,2025.06,1583.689,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF1RS1CA,2025.09,1668.239,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Unadjusted,
BDCQ.SF1RS1CS,2016.06,1139.153,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS1CS,2016.09,1163.316,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS1CS,2016.12,1214.147,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS1CS,2017.03,1186.544,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS1CS,2017.06,1210.703,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS1CS,2017.09,1178.337,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS1CS,2017.12,1200.953,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS1CS,2018.03,1229.794,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS1CS,2018.06,1255.965,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS1CS,2018.09,1301.467,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS1CS,2018.12,1250.851,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS1CS,2019.03,1297.276,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS1CS,2019.06,1312.504,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS1CS,2019.09,1358.421,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS1CS,2019.12,1365.404,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS1CS,2020.03,1364.155,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS1CS,2020.06,791.117,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS1CS,2020.09,1225.711,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS1CS,2020.12,1251.611,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS1CS,2021.03,1325.745,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS1CS,2021.06,1393.421,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS1CS,2021.09,1317.491,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS1CS,2021.12,1085.31,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS1CS,2022.03,1196.521,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS1CS,2022.06,1357.133,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS1CS,2022.09,1527.422,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS1CS,2022.12,1493.006,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS1CS,2023.03,1504.433,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS1CS,2023.06,1625.581,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS1CS,2023.09,1616.215,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS1CS,2023.12,1513.54,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS1CS,2024.03,1611.985,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS1CS,2024.06,1625.323,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS1CS,2024.09,1592.667,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS1CS,2024.12,1703.317,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS1CS,2025.03,1680.935,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS1CS,2025.06,1657.532,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS1CS,2025.09,1661.295,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Seasonally adjusted,
BDCQ.SF1RS1CT,2016.06,1145.645,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Trend,
BDCQ.SF1RS1CT,2016.09,1170.668,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Sales (operating income),Arts and Recreation Services,Current prices,Trend,
